<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/NousResearch/DeepHermes-3-Llama-3-8B-Preview'>NousResearch/DeepHermes-3-Llama-3-8B-Preview</a>,📝,-@@100,?,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,74.02 ± 1.03 / 80.84 ± 0.71@@74.02,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,-@@100,?,32763876352.0,152064.0,32768.0,✓,✗,(✓),✗,67.74 ± 0.64 / 72.65 ± 0.55@@67.74,77.13 ± 0.98 / 70.65 ± 0.85@@77.13,51.76 ± 2.31 / 72.15 ± 2.15@@51.76,82.09 ± 0.72 / 60.56 ± 1.75@@82.09,-@@-1,91.58 ± 0.68 / 93.85 ± 0.50@@91.58,88.06 ± 0.37 / 90.99 ± 0.28@@88.06,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,-@@0,15.10.1.dev0@@151001,15.8.2.dev0@@150802
<a href='https://hf.co/PleIAs/Pleias-Nano'>PleIAs/Pleias-Nano</a>,🧠,-@@100,N/A,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,3.48 ± 2.32 / 25.25 ± 1.72@@3.48,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,-@@100,N/A,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,68.25 ± 0.54 / 60.37 ± 0.70@@68.25,55.79 ± 2.71 / 49.12 ± 2.15@@55.79,49.86 ± 1.45 / 74.25 ± 0.86@@49.86,90.85 ± 0.39 / 82.07 ± 0.75@@90.85,-@@-1,78.24 ± 0.90 / 84.00 ± 0.63@@78.24,37.18 ± 1.71 / 49.54 ± 1.50@@37.18,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,-@@0,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,-@@100,?,7298617344.0,100352.0,4096.0,✓,✗,(✓),✓,66.47 ± 1.01 / 71.67 ± 0.74@@66.47,61.89 ± 0.74 / 50.75 ± 0.96@@61.89,44.04 ± 1.09 / 71.28 ± 0.50@@44.04,82.43 ± 1.02 / 69.03 ± 1.50@@82.43,-@@-1,72.21 ± 1.38 / 79.26 ± 1.13@@72.21,52.69 ± 0.88 / 64.07 ± 0.72@@52.69,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,-@@0,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/allenai/OLMo-2-1124-7B'>allenai/OLMo-2-1124-7B</a>,🧠,-@@100,N/A,7298617344.0,100352.0,4096.0,✓,✗,(✓),✓,69.18 ± 0.34 / 59.68 ± 0.44@@69.18,57.67 ± 1.45 / 48.90 ± 1.10@@57.67,37.32 ± 2.36 / 67.17 ± 1.85@@37.32,87.82 ± 0.63 / 76.16 ± 1.40@@87.82,-@@-1,75.45 ± 1.59 / 81.93 ± 1.17@@75.45,26.50 ± 0.76 / 40.52 ± 0.96@@26.50,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,-@@0,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,-@@100,?,140248512.0,128256.0,32768.0,✗,✗,(✓),✓,1.01 ± 1.30 / 20.02 ± 2.54@@1.01,0.00 ± 0.01 / 0.00 ± 0.01@@0.00,1.31 ± 1.64 / 50.06 ± 0.83@@1.31,1.01 ± 0.15 / 0.00 ± 0.00@@1.01,-@@-1,-0.31 ± 1.94 / 27.71 ± 0.95@@-0.31,0.28 ± 0.66 / 25.01 ± 0.49@@0.28,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,-@@100,N/A,359431168.0,128256.0,4096.0,✗,✗,(✓),✓,43.47 ± 2.86 / 55.02 ± 1.77@@43.47,35.57 ± 4.25 / 35.15 ± 3.16@@35.57,-0.44 ± 0.57 / 33.29 ± 0.27@@-0.44,65.63 ± 1.12 / 53.23 ± 1.02@@65.63,-@@-1,-0.85 ± 1.63 / 27.46 ± 1.47@@-0.85,-0.00 ± 0.72 / 25.04 ± 0.55@@-0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,-@@100,?,359431168.0,128256.0,32768.0,✗,✗,(✓),✓,2.97 ± 2.53 / 23.88 ± 3.32@@2.97,3.02 ± 3.82 / 2.90 ± 3.49@@3.02,0.22 ± 0.44 / 33.37 ± 0.27@@0.22,7.25 ± 1.01 / 0.05 ± 0.06@@7.25,-@@-1,-1.48 ± 1.69 / 23.42 ± 4.57@@-1.48,-0.20 ± 0.89 / 24.16 ± 0.45@@-0.20,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,-@@100,N/A,949685760.0,128256.0,4096.0,✗,✗,(✓),✓,50.76 ± 2.50 / 61.49 ± 2.00@@50.76,47.70 ± 2.21 / 39.59 ± 1.24@@47.70,2.55 ± 1.09 / 34.56 ± 1.46@@2.55,79.53 ± 1.27 / 68.29 ± 1.56@@79.53,-@@-1,36.02 ± 2.23 / 50.33 ± 1.88@@36.02,11.20 ± 1.02 / 31.55 ± 0.80@@11.20,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,-@@100,?,949685760.0,128256.0,32768.0,✗,✗,(✓),✓,24.76 ± 6.44 / 35.49 ± 4.36@@24.76,35.60 ± 2.23 / 34.03 ± 1.99@@35.60,2.51 ± 1.84 / 44.62 ± 3.81@@2.51,4.98 ± 1.01 / 0.69 ± 0.56@@4.98,-@@-1,0.40 ± 2.44 / 20.66 ± 2.28@@0.40,0.60 ± 1.18 / 25.05 ± 0.60@@0.60,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,60.78 ± 1.56 / 67.60 ± 1.14@@60.78,71.52 ± 1.66 / 53.21 ± 1.83@@71.52,48.59 ± 4.64 / 73.10 ± 2.39@@48.59,75.50 ± 0.92 / 51.85 ± 1.35@@75.50,-@@-1,82.88 ± 1.36 / 87.30 ± 1.00@@82.88,69.51 ± 2.03 / 76.37 ± 1.59@@69.51,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,-@@0,15.10.1.dev0@@151001,15.5.0.dev0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-8b-001'>gemini/gemini-1.5-flash-8b-001 (zero-shot, val)</a>",📝,-@@100,?,8000000000.0,256128.0,1048576.0,✓,✗,✗,✓,60.88 ± 1.23 / 68.24 ± 1.14@@60.88,74.12 ± 1.05 / 57.88 ± 1.54@@74.12,38.49 ± 3.49 / 69.15 ± 1.76@@38.49,74.49 ± 1.03 / 49.08 ± 1.38@@74.49,-@@-1,77.44 ± 1.43 / 82.81 ± 1.14@@77.44,45.54 ± 2.24 / 55.31 ± 1.65@@45.54,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,-@@0,15.10.1.dev0@@151001,15.5.0.dev0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,2097152.0,✓,✗,✗,✓,65.53 ± 1.20 / 69.66 ± 1.05@@65.53,76.06 ± 1.51 / 61.32 ± 1.44@@76.06,45.42 ± 3.35 / 71.48 ± 1.88@@45.42,81.58 ± 0.72 / 60.17 ± 1.35@@81.58,-@@-1,92.53 ± 0.39 / 94.45 ± 0.30@@92.53,78.62 ± 0.70 / 83.40 ± 0.60@@78.62,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,-@@0,15.10.1.dev0@@151001,15.5.0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-001'>gemini/gemini-2.0-flash-001 (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,63.57 ± 2.14 / 67.86 ± 1.59@@63.57,74.72 ± 1.73 / 70.35 ± 1.65@@74.72,40.88 ± 4.13 / 69.87 ± 2.03@@40.88,78.75 ± 0.68 / 53.72 ± 1.51@@78.75,-@@-1,90.31 ± 1.22 / 92.73 ± 0.94@@90.31,74.81 ± 1.73 / 80.62 ± 1.44@@74.81,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,-@@0,15.10.1.dev0@@151001,15.5.0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,64.90 ± 1.94 / 70.68 ± 1.72@@64.90,76.45 ± 1.93 / 62.87 ± 2.04@@76.45,39.87 ± 3.95 / 68.29 ± 1.98@@39.87,75.06 ± 1.17 / 46.99 ± 1.45@@75.06,-@@-1,86.42 ± 1.24 / 89.80 ± 0.94@@86.42,78.01 ± 1.85 / 83.40 ± 1.38@@78.01,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,-@@0,15.10.1.dev0@@151001,15.5.0@@150500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,64.78 ± 1.92 / 66.75 ± 1.50@@64.78,82.61 ± 1.24 / 73.36 ± 1.26@@82.61,43.13 ± 4.34 / 71.34 ± 2.19@@43.13,79.42 ± 1.15 / 62.00 ± 1.67@@79.42,-@@-1,90.43 ± 1.04 / 92.85 ± 0.79@@90.43,79.33 ± 1.34 / 84.34 ± 1.02@@79.33,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,-@@0,15.11.0@@151100,15.11.0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,65.77 ± 2.83 / 67.73 ± 2.39@@65.77,80.46 ± 1.52 / 67.58 ± 1.99@@80.46,40.84 ± 4.88 / 69.35 ± 2.55@@40.84,78.66 ± 1.01 / 61.41 ± 1.61@@78.66,-@@-1,91.44 ± 1.58 / 93.59 ± 1.18@@91.44,79.06 ± 2.15 / 84.02 ± 1.68@@79.06,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,-@@0,15.11.0@@151100,15.11.0@@151100
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,-@@100,?,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,67.42 ± 0.76 / 67.13 ± 0.79@@67.42,80.69 ± 0.79 / 72.19 ± 1.23@@80.69,50.34 ± 1.22 / 72.16 ± 0.90@@50.34,32.62 ± 0.28 / 0.00 ± 0.00@@32.62,-@@-1,94.32 ± 1.16 / 95.84 ± 0.85@@94.32,73.90 ± 0.95 / 80.42 ± 0.71@@73.90,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,-@@100,N/A,140248512.0,128256.0,4096.0,✗,✗,(✓),✓,14.65 ± 5.08 / 23.02 ± 5.86@@14.65,27.27 ± 2.99 / 28.24 ± 2.33@@27.27,2.66 ± 1.36 / 44.31 ± 3.69@@2.66,45.31 ± 1.66 / 34.32 ± 1.21@@45.31,-@@-1,-2.21 ± 2.04 / 22.60 ± 1.48@@-2.21,-2.52 ± 0.76 / 23.26 ± 0.46@@-2.52,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,62.96 ± 1.56 / 70.52 ± 1.48@@62.96,77.49 ± 1.39 / 51.11 ± 1.23@@77.49,39.09 ± 5.06 / 69.31 ± 2.57@@39.09,76.81 ± 0.60 / 55.49 ± 1.55@@76.81,-@@-1,87.79 ± 1.54 / 90.82 ± 1.20@@87.79,69.30 ± 2.24 / 76.80 ± 1.75@@69.30,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/CohereForAI/aya-23-35B'>CohereForAI/aya-23-35B</a>,📝,-@@100,?,34980831232.0,256000.0,8192.0,✗,✗,(✓),✗,68.86 ± 0.62 / 64.67 ± 0.84@@68.86,68.33 ± 2.11 / 64.30 ± 2.09@@68.33,42.28 ± 2.06 / 71.01 ± 1.02@@42.28,87.40 ± 0.91 / 78.34 ± 1.72@@87.40,-@@-1,75.77 ± 1.12 / 81.76 ± 0.84@@75.77,78.53 ± 1.15 / 83.52 ± 0.92@@78.53,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,-@@0,15.10.1.dev0@@151001,15.10.0.dev0@@151000
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-0528-Qwen3-8B'>deepseek-ai/DeepSeek-R1-0528-Qwen3-8B</a>,🤔,-@@100,?,8190735360.0,151936.0,131072.0,✓,✗,(✓),✓,65.31 ± 1.12 / 65.97 ± 0.98@@65.31,79.02 ± 0.57 / 69.23 ± 1.50@@79.02,45.26 ± 0.91 / 70.79 ± 0.69@@45.26,75.39 ± 0.70 / 60.13 ± 0.94@@75.39,-@@-1,77.44 ± 6.63 / 83.05 ± 5.19@@77.44,58.72 ± 1.13 / 68.96 ± 0.86@@58.72,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,-@@0,15.10.1.dev0@@151001,15.9.1@@150901
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-70B'>deepseek-ai/DeepSeek-R1-Distill-Llama-70B</a>,🤔,-@@100,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,67.70 ± 1.04 / 71.18 ± 0.82@@67.70,79.02 ± 0.88 / 67.81 ± 1.90@@79.02,46.81 ± 1.57 / 70.25 ± 1.08@@46.81,74.12 ± 1.34 / 57.52 ± 1.75@@74.12,-@@-1,3.12 ± 3.10 / 28.16 ± 1.15@@3.12,29.38 ± 4.62 / 39.75 ± 4.03@@29.38,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,-@@0,15.10.1.dev0@@151001,15.9.2.dev0@@150902
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,-@@100,?,8030261248.0,128256.0,131072.0,✓,✗,(✓),✓,57.24 ± 0.89 / 65.00 ± 0.83@@57.24,66.47 ± 1.21 / 51.64 ± 2.46@@66.47,24.67 ± 1.24 / 59.77 ± 0.88@@24.67,51.61 ± 2.31 / 25.41 ± 2.99@@51.61,-@@-1,70.53 ± 2.30 / 78.30 ± 1.62@@70.53,38.73 ± 1.69 / 53.68 ± 1.38@@38.73,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,-@@100,?,1777088000.0,151936.0,131072.0,✓,✗,(✓),✓,35.24 ± 3.18 / 51.94 ± 1.80@@35.24,43.57 ± 1.17 / 37.59 ± 1.28@@43.57,11.71 ± 1.92 / 55.30 ± 1.05@@11.71,49.48 ± 2.46 / 31.36 ± 3.26@@49.48,-@@-1,6.48 ± 1.81 / 29.94 ± 1.35@@6.48,10.27 ± 1.05 / 32.14 ± 0.70@@10.27,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,-@@100,?,14770033664.0,152064.0,131072.0,✓,✗,(✓),✓,57.87 ± 1.16 / 63.61 ± 1.02@@57.87,76.48 ± 0.90 / 56.93 ± 1.69@@76.48,34.69 ± 2.39 / 65.84 ± 1.18@@34.69,59.56 ± 3.59 / 36.48 ± 4.52@@59.56,-@@-1,43.83 ± 1.70 / 53.77 ± 1.55@@43.83,63.78 ± 0.70 / 72.61 ± 0.52@@63.78,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,-@@100,?,32763876352.0,152064.0,131072.0,✓,✗,(✓),✓,53.44 ± 1.82 / 63.33 ± 1.22@@53.44,78.95 ± 0.81 / 59.10 ± 1.63@@78.95,29.09 ± 2.14 / 64.19 ± 1.12@@29.09,61.33 ± 3.29 / 39.16 ± 4.38@@61.33,-@@-1,67.96 ± 3.85 / 74.45 ± 3.41@@67.96,72.84 ± 0.82 / 79.49 ± 0.63@@72.84,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,-@@0,15.10.1.dev0@@151001,15.10.0.dev0@@151000
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,-@@100,?,7615616512.0,152064.0,131072.0,✓,✗,(✓),✓,38.56 ± 1.35 / 48.36 ± 1.39@@38.56,68.10 ± 0.77 / 51.37 ± 1.30@@68.10,-0.07 ± 1.31 / 33.39 ± 0.32@@-0.07,65.71 ± 1.25 / 49.51 ± 1.98@@65.71,-@@-1,39.48 ± 4.10 / 53.87 ± 3.18@@39.48,32.32 ± 1.38 / 48.99 ± 1.04@@32.32,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,66.73 ± 2.18 / 69.42 ± 2.01@@66.73,80.37 ± 0.95 / 60.44 ± 1.18@@80.37,48.08 ± 4.09 / 72.11 ± 2.19@@48.08,76.83 ± 0.98 / 58.51 ± 1.42@@76.83,-@@-1,87.41 ± 1.58 / 90.35 ± 1.22@@87.41,61.83 ± 2.35 / 69.65 ± 1.85@@61.83,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,-@@0,15.11.0@@151100,15.11.0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,64.26 ± 2.09 / 65.10 ± 1.48@@64.26,82.02 ± 1.19 / 62.05 ± 1.35@@82.02,46.70 ± 5.69 / 72.60 ± 2.91@@46.70,80.85 ± 0.74 / 59.75 ± 1.47@@80.85,-@@-1,95.66 ± 1.04 / 96.76 ± 0.79@@95.66,77.22 ± 1.92 / 82.54 ± 1.45@@77.22,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,-@@0,15.10.1.dev0@@151001,15.8.1@@150801
<a href='https://hf.co/FacebookAI/roberta-base'>FacebookAI/roberta-base</a>,🔍,-@@100,N/A,124697947.0,50265.0,512.0,✓,✗,(✓),✓,59.58 ± 1.15 / 56.16 ± 1.31@@59.58,88.90 ± 0.83 / 88.61 ± 0.76@@88.90,22.83 ± 12.42 / 54.05 ± 11.06@@22.83,64.56 ± 0.95 / 52.12 ± 1.06@@64.56,-@@-1,-@@-1,-@@-1,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,-@@0,-@@0,-@@0
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,-@@100,N/A,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,64.10 ± 1.77 / 70.60 ± 0.88@@64.10,64.45 ± 1.74 / 60.20 ± 1.58@@64.45,35.38 ± 6.44 / 61.34 ± 6.96@@35.38,84.01 ± 1.15 / 73.04 ± 1.64@@84.01,-@@-1,74.94 ± 1.54 / 81.60 ± 1.15@@74.94,30.74 ± 3.13 / 44.70 ± 2.92@@30.74,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,-@@0,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,-@@100,0.0,27432406640.0,262144.0,8192.0,✓,✗,(✓),✓,62.43 ± 0.72 / 65.81 ± 0.64@@62.43,62.83 ± 0.53 / 43.13 ± 0.53@@62.83,-@@-1,77.59 ± 0.41 / 55.48 ± 0.66@@77.59,-@@-1,-@@-1,66.72 ± 0.77 / 74.49 ± 0.59@@66.72,15.8.1.dev0@@150801,15.8.1.dev0@@150801,-@@0,15.8.1.dev0@@150801,-@@0,-@@0,15.8.1.dev0@@150801
<a href='https://hf.co/google/gemma-3n-E2B-it'>google/gemma-3n-E2B-it</a>,📝,-@@100,0.03,5439438272.0,262400.0,8192.0,✓,✗,(✓),✓,65.64 ± 0.95 / 70.51 ± 1.00@@65.64,74.04 ± 0.82 / 61.04 ± 1.51@@74.04,47.85 ± 1.42 / 73.30 ± 1.03@@47.85,77.12 ± 0.58 / 55.52 ± 1.13@@77.12,-@@-1,71.81 ± 1.08 / 79.41 ± 0.79@@71.81,55.49 ± 1.52 / 66.43 ± 1.16@@55.49,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,65.78 ± 2.42 / 66.68 ± 2.08@@65.78,76.86 ± 1.69 / 65.35 ± 2.25@@76.86,44.24 ± 3.79 / 70.57 ± 2.01@@44.24,79.80 ± 1.01 / 60.91 ± 1.66@@79.80,-@@-1,94.38 ± 0.97 / 95.82 ± 0.72@@94.38,76.51 ± 2.18 / 81.76 ± 1.69@@76.51,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0,15.10.1.dev0@@151001,15.6.1.dev0@@150601
<a href='https://hf.co/google/gemma-2b'>google/gemma-2b</a>,🧠,-@@100,N/A,2506172416.0,256000.0,8192.0,✓,✗,(✓),✓,59.66 ± 2.63 / 67.25 ± 1.59@@59.66,13.79 ± 4.00 / 13.22 ± 3.63@@13.79,5.36 ± 3.47 / 41.59 ± 5.07@@5.36,76.66 ± 1.37 / 65.67 ± 1.50@@76.66,-@@-1,-@@-1,5.43 ± 1.02 / 26.85 ± 0.46@@5.43,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,-@@0,-@@0,15.8.2@@150802
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,-@@100,?,?,256128.0,1048576.0,✓,✗,✗,✓,65.96 ± 2.97 / 66.93 ± 2.29@@65.96,83.51 ± 1.22 / 72.72 ± 1.25@@83.51,49.43 ± 4.63 / 73.83 ± 2.45@@49.43,78.15 ± 0.96 / 56.09 ± 1.20@@78.15,-@@-1,97.07 ± 0.83 / 97.81 ± 0.63@@97.07,81.90 ± 1.41 / 86.29 ± 1.08@@81.90,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,-@@0,15.13.0@@151300,15.13.0@@151300
